,Age,Workclass,Fnlwgt,Education,Education num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,capital loss,Hour per week,Native country,income
3816,29,1,175262,1,14,0,9,2,4,1,0,0,35,38,0
3817,51,4,304955,1,14,0,3,0,4,1,0,0,50,38,1
3818,40,3,181265,3,10,0,2,0,4,1,0,0,52,38,0
3819,24,3,200973,3,10,1,0,1,4,0,0,0,40,38,0
3820,24,5,37440,5,13,1,4,4,4,1,0,0,50,38,0
3821,31,3,395170,3,11,0,7,5,0,0,0,0,24,25,0
3822,54,3,32385,2,9,2,9,1,4,0,0,0,30,38,0
3823,34,3,353213,3,12,2,2,1,4,1,0,0,60,38,0
3824,19,3,38619,3,10,1,4,3,4,1,0,0,66,38,0
3825,21,3,177711,2,9,1,13,3,2,1,0,0,40,38,0
3826,21,3,190761,4,6,0,4,0,4,1,0,0,70,38,0
3827,23,3,27776,3,10,0,13,0,4,1,0,0,24,38,0
3828,37,0,470663,3,10,1,2,1,4,1,0,0,40,38,0
3829,40,3,71738,1,14,0,3,0,4,1,0,0,46,38,1
3830,57,3,74156,2,9,0,7,0,4,1,0,0,30,38,0
3831,48,3,202467,5,13,0,9,0,4,1,0,1485,40,38,1
3832,24,3,123983,4,7,0,13,0,1,1,0,0,40,39,0
3833,43,3,193494,3,10,0,9,0,4,1,0,0,40,38,0
3834,32,3,169886,5,13,1,9,1,4,0,0,0,20,38,0
3835,40,3,130571,2,9,1,7,1,4,0,0,0,40,38,0
3836,52,4,90363,3,15,0,9,0,4,1,99999,0,35,38,1
3837,49,3,83444,2,9,2,3,1,4,1,0,0,40,38,0
3838,45,5,239093,3,10,0,3,0,0,1,3137,0,40,38,0
3839,62,1,151369,2,9,1,2,1,4,1,0,0,40,38,0
3840,29,3,56630,3,11,0,0,0,4,1,0,0,40,38,0
3841,49,3,117095,2,9,2,6,4,4,0,0,0,40,38,0
3842,55,0,189985,3,10,2,0,4,2,0,0,0,40,38,0
3843,20,3,34862,3,10,1,9,3,0,1,0,0,72,38,0
3844,37,4,126675,5,13,1,3,3,4,1,0,0,40,38,0
3845,43,6,199806,5,13,0,0,0,4,1,0,0,40,38,1
3846,29,3,57596,3,10,2,0,1,4,0,0,0,40,38,0
3847,44,3,103459,2,9,0,11,5,4,0,0,0,40,38,1
3848,28,3,282398,3,10,2,12,4,4,1,0,0,40,38,1
3849,38,3,298841,3,10,1,3,1,4,0,0,0,45,38,0
3850,45,3,33300,3,11,0,11,0,4,1,0,1977,50,38,1
3851,22,3,306031,3,10,1,9,3,4,1,0,0,40,38,0
3852,19,3,306467,3,10,1,7,3,4,0,0,0,20,38,0
3853,20,3,189888,4,8,1,7,1,4,1,0,0,40,38,0
3854,60,3,83861,2,9,0,5,0,4,1,0,0,40,38,0
3855,30,3,117393,2,9,1,11,1,4,0,0,0,40,38,0
3856,22,3,129934,3,10,1,0,1,1,1,0,0,40,38,0
3857,51,3,179010,3,10,2,11,1,4,0,0,0,60,38,0
3858,31,3,375680,5,13,1,9,4,2,0,0,0,40,38,0
3859,48,3,316101,2,9,2,3,4,4,0,0,0,40,38,0
3860,43,3,293305,5,13,0,11,0,4,1,0,1887,40,38,1
3861,51,1,175750,2,9,2,13,4,2,1,0,0,40,38,0
3862,41,3,121718,3,11,0,12,0,4,1,0,1848,48,38,1
3863,62,3,94931,3,11,0,9,0,4,1,3411,0,40,38,0
3864,50,6,229272,2,9,0,2,0,2,1,0,0,40,38,1
3865,46,3,142828,2,9,0,11,5,4,0,0,0,40,38,1
3866,54,3,22743,3,10,0,13,0,4,1,15024,0,60,38,1
3867,68,3,76371,2,9,0,5,0,4,1,0,0,45,38,1
3868,23,5,216129,3,12,1,2,1,4,1,0,0,30,38,0
3869,49,3,107425,1,14,1,11,1,4,0,0,0,35,38,0
3870,24,3,611029,4,6,0,5,0,4,1,0,0,40,38,0
3871,30,1,363032,2,9,0,10,0,2,1,0,0,40,38,0
3872,38,3,170020,2,9,0,6,0,4,1,3137,0,45,38,0
3873,34,3,137900,2,9,1,11,1,4,0,0,0,35,38,0
3874,22,3,322674,3,10,1,3,3,4,1,0,0,40,38,0
3875,30,3,23778,4,4,2,5,1,4,1,0,0,40,38,0
3876,61,3,147845,4,4,0,13,0,4,1,0,0,31,38,0
3877,36,3,175759,2,9,2,3,4,4,1,0,0,40,38,0
3878,51,4,166459,3,11,0,3,0,4,1,0,0,40,38,0
3879,43,3,128212,4,3,0,6,5,1,0,0,0,40,39,1
3880,54,0,127455,3,10,0,10,0,4,1,0,0,48,38,1
3881,63,3,134699,2,9,2,9,1,4,0,0,0,25,38,0
3882,51,3,254230,3,10,0,3,0,4,1,0,0,40,38,1
3883,63,5,159715,4,6,0,6,0,4,1,0,0,40,38,0
3884,51,1,116286,1,14,0,9,0,4,1,0,0,60,38,1
3885,27,3,146719,2,9,2,11,3,4,0,0,0,35,38,0
3886,35,3,361888,3,12,0,12,0,4,1,0,0,40,38,1
3887,31,3,26553,5,13,0,9,5,4,0,0,0,25,38,1
3888,46,5,32825,2,9,2,2,4,4,1,0,0,40,38,0
3889,53,3,225768,3,11,0,2,0,2,1,0,0,40,38,1
3890,26,0,393728,3,10,2,0,3,4,1,0,0,24,38,0
3891,43,3,160369,2,9,1,6,3,4,1,0,0,40,38,0
3892,39,3,191807,2,9,0,11,0,4,1,15024,0,50,38,1
3893,50,0,176969,2,9,2,9,1,4,1,0,1590,40,38,0
3894,54,0,33863,2,9,0,0,0,4,1,0,0,40,38,1
3895,62,3,182687,3,10,0,9,5,4,0,0,0,45,38,1
3896,57,6,141459,3,10,2,9,4,4,0,0,0,40,38,0
3897,19,3,174233,3,10,1,9,3,2,1,0,0,24,38,0
3898,29,1,95393,2,9,1,7,3,4,1,0,0,20,38,0
3899,20,3,221095,2,9,1,2,2,2,1,0,0,40,38,0
3900,53,3,104501,5,13,0,3,0,4,1,0,1902,55,38,1
3901,18,3,437851,3,10,1,9,3,4,1,0,0,40,38,0
3902,22,3,131230,3,10,1,9,3,4,1,0,0,40,38,0
3903,23,3,495888,2,9,1,7,1,4,1,0,0,40,7,0
3904,69,3,185691,4,7,0,0,0,4,1,0,0,20,38,0
3905,56,3,201822,4,4,0,5,0,4,1,0,2002,40,38,0
3906,53,1,549341,5,13,0,9,0,2,1,0,0,35,38,0
3907,28,3,247445,2,9,1,0,1,4,1,0,0,40,38,0
3908,28,3,199566,5,13,0,7,0,2,1,0,0,40,38,0
3909,33,4,139057,2,9,0,3,0,1,1,0,0,84,35,1
3910,48,3,185039,2,9,2,11,4,4,0,0,0,30,38,0
3911,61,3,166124,2,9,0,2,0,4,1,0,0,40,38,1
3912,49,3,82649,5,13,0,9,0,4,1,5013,0,45,38,0
3913,48,3,109275,3,10,0,3,0,4,1,0,0,40,38,0
3914,32,3,408328,4,4,0,2,0,4,1,0,0,40,38,0
3915,51,3,186338,2,9,0,2,0,4,1,0,0,40,38,1
3916,27,3,130856,5,13,1,9,1,4,1,0,0,40,38,0
3917,19,3,251579,3,10,1,7,3,4,1,0,0,14,38,0
3918,47,3,76612,2,9,0,9,0,4,1,0,0,50,38,0
3919,25,3,22546,5,13,1,13,3,4,1,0,0,60,38,0
3920,72,3,53684,3,10,0,10,0,2,1,0,0,40,38,0
3921,29,3,183627,4,7,2,2,1,4,1,0,0,40,38,0
3922,22,3,73203,2,9,1,0,3,4,0,0,0,40,38,0
3923,57,3,108426,2,9,0,7,0,2,1,0,0,48,8,0
3924,50,3,116287,3,12,0,0,0,4,1,0,0,60,3,0
3925,45,4,145697,3,10,0,11,0,4,1,0,0,30,38,0
3926,52,3,326156,3,10,2,9,1,4,1,0,0,40,38,1
3927,53,3,201127,1,14,0,3,0,4,1,0,0,48,38,1
3928,36,3,250791,2,9,0,5,0,4,1,0,0,48,38,0
3929,46,3,328216,2,9,0,2,0,4,1,0,0,40,38,1
3930,20,3,400443,2,9,1,11,3,4,0,0,0,20,38,0
3931,75,3,95985,4,3,2,7,4,2,1,0,0,10,38,0
3932,32,1,127651,2,9,0,2,0,4,1,0,0,40,38,1
3933,28,3,250679,2,9,0,2,0,4,1,0,0,40,38,0
3934,53,3,103950,1,14,2,9,1,4,0,0,0,40,38,0
3935,17,3,200199,4,7,1,11,3,4,0,0,0,35,38,0
3936,46,6,295791,3,11,2,0,4,4,0,0,0,38,38,0
3937,39,3,191841,3,12,2,9,1,4,0,0,0,30,38,0
3938,38,3,82622,3,10,2,2,4,4,1,0,0,40,38,0
3939,36,3,160728,2,9,0,6,0,4,1,0,0,60,38,0
3940,63,1,109849,5,13,1,9,1,2,0,0,0,21,38,0
3941,28,3,339897,4,2,0,6,0,4,1,0,0,43,25,0
3942,28,3,37215,5,13,1,9,3,4,1,0,0,45,38,0
3943,49,3,371299,2,9,1,0,4,4,0,0,0,35,38,0
3944,43,3,421837,3,10,0,6,0,4,1,0,0,40,25,0
3945,38,3,29702,5,13,0,3,0,4,1,0,0,45,38,1
3946,39,3,117381,2,9,1,12,1,4,1,0,0,62,8,0
3947,42,3,240027,2,9,2,9,1,2,0,0,0,40,38,0
3948,40,3,338740,2,9,0,3,0,4,1,0,0,40,38,0
3949,45,3,28359,2,9,2,9,4,4,0,0,0,10,38,0
3950,29,3,315026,2,9,2,9,4,4,0,0,0,40,38,0
3951,24,0,314525,5,13,1,9,1,4,1,0,1741,45,38,0
3952,30,3,173005,3,10,0,12,0,4,1,0,0,50,38,1
3953,44,3,286750,3,10,0,13,0,2,1,0,0,40,38,0
3954,40,3,163985,2,9,0,11,0,4,1,0,0,24,38,0
3955,30,3,219318,2,9,1,6,2,4,0,0,0,35,32,0
3956,42,3,44121,1,14,2,9,1,4,0,0,1876,40,38,0
3957,52,5,103794,3,11,2,9,1,4,0,0,0,35,38,0
3958,42,3,310632,3,10,0,2,0,2,1,0,0,40,38,1
3959,39,3,153976,3,10,0,2,0,4,1,0,0,52,38,1
3960,43,3,174575,3,10,2,9,4,4,1,0,0,45,38,0
3961,62,5,82388,2,9,0,2,0,4,1,10566,0,40,38,0
3962,30,3,207253,3,11,0,2,0,4,1,0,0,40,8,0
3963,83,3,251951,2,9,2,9,1,4,0,0,0,20,38,0
3964,39,3,746786,5,13,0,9,0,4,1,0,0,55,38,1
3965,41,3,308296,2,9,0,13,5,4,0,0,0,20,38,0
3966,49,3,101825,1,14,0,9,5,4,0,0,1977,40,38,1
3967,25,3,109009,4,7,0,2,0,4,1,0,0,40,38,0
3968,48,3,413363,4,7,0,13,0,4,1,0,2002,40,38,0
3969,59,3,117751,3,12,2,9,1,4,1,0,0,8,38,0
3970,44,6,296326,5,13,1,0,1,4,1,0,0,40,38,0
3971,36,3,208358,4,5,2,5,1,4,1,4650,0,56,38,0
3972,40,3,120277,2,9,1,5,3,4,1,0,0,40,20,0
3973,21,3,193219,2,9,1,0,3,2,0,0,0,35,22,0
3974,41,3,86399,3,10,2,0,1,4,0,0,0,38,38,0
3975,24,3,215251,5,13,1,3,1,4,0,0,0,50,38,0
3976,67,5,124470,2,9,0,4,0,4,1,0,0,60,38,0
3977,24,3,228649,5,13,1,0,3,4,1,0,0,38,38,0
3978,50,5,386397,5,13,0,11,0,4,1,0,0,60,38,0
3979,48,3,96798,1,14,2,11,1,4,1,0,0,35,38,0
3980,55,3,106707,3,12,0,9,0,2,1,0,0,20,38,1
3981,29,3,159768,2,9,1,6,1,4,1,3325,0,40,6,0
3982,50,3,139464,5,13,2,9,4,4,0,0,0,36,20,0
3983,64,6,550848,4,6,0,3,0,4,1,0,0,40,38,1
3984,49,3,68505,4,5,2,7,1,2,1,0,0,37,38,0
3985,20,3,122215,2,9,1,7,3,2,1,0,0,52,38,0
3986,30,3,159442,2,9,2,0,1,4,0,0,0,40,38,0
3987,37,3,80638,5,13,0,7,0,1,1,0,0,30,2,0
3988,52,3,192390,2,9,0,6,0,4,1,0,0,40,38,1
3989,22,3,191324,3,10,1,10,3,4,1,0,0,25,38,0
3990,77,3,147284,2,9,2,9,1,4,0,0,0,14,38,0
3991,19,6,73009,3,10,1,0,3,4,1,0,0,15,38,0
3992,52,3,177858,2,9,2,2,2,4,1,0,0,55,38,1
3993,42,3,163003,5,13,2,12,3,1,0,0,0,40,38,0
3994,35,3,95551,2,9,2,3,1,4,0,0,0,36,38,0
3995,27,3,125298,3,10,1,0,4,4,0,0,0,50,38,0
3996,54,6,198186,2,9,1,7,1,2,0,0,0,38,38,0
3997,37,3,295949,2,9,0,2,0,4,1,0,1628,40,38,0
3998,37,3,182668,4,6,0,13,0,4,1,0,0,35,38,0
3999,28,3,124905,4,4,0,2,0,4,1,0,0,30,38,0
4000,63,3,171635,5,13,0,11,0,4,1,0,0,40,38,0
4001,19,3,376240,2,9,1,6,3,4,1,0,0,42,38,0
4002,28,3,157391,5,13,1,11,3,4,0,0,0,40,38,0
4003,23,3,114357,3,10,1,9,1,4,1,0,0,40,38,0
4004,44,3,178134,3,15,1,9,1,4,0,0,0,40,38,1
4005,31,3,207201,3,10,0,2,0,4,1,0,0,40,38,1
4006,35,3,124483,5,13,1,11,1,1,1,0,0,50,38,1
4007,64,3,102103,2,9,2,8,1,4,0,0,0,50,38,0
4008,40,3,92036,2,9,0,5,0,4,1,0,0,40,38,1
4009,59,1,236426,3,12,2,9,1,4,0,0,0,50,38,0
4010,22,3,400966,3,10,1,0,3,4,0,0,0,40,38,0
4011,40,3,404573,3,10,1,11,1,4,0,0,0,44,38,0
4012,35,3,227571,4,4,0,5,0,4,1,0,0,40,25,0
4013,20,3,145917,3,10,1,0,3,4,0,0,0,15,38,0
4014,35,1,190226,2,9,1,10,3,4,1,0,0,40,38,0
4015,28,3,356555,3,10,0,3,0,4,1,0,0,48,38,0
4016,28,3,66473,2,9,2,6,3,4,1,0,0,40,38,0
4017,37,3,172256,3,10,0,9,0,4,1,0,0,20,38,0
4018,72,3,118902,0,16,0,9,0,4,1,0,2392,6,38,1
4019,25,4,163039,3,12,1,11,1,4,1,0,0,60,38,0
4020,37,3,89559,2,9,2,0,4,4,0,0,0,40,38,0
4021,19,3,35507,3,10,1,9,3,4,0,0,0,45,38,0
4022,31,3,163303,3,11,2,11,3,4,0,0,0,38,38,0
4023,41,3,192712,2,9,1,0,2,4,0,0,0,40,38,0
4024,31,3,381153,4,6,0,12,0,4,1,0,0,40,38,1
4025,44,3,222434,2,9,0,2,0,4,1,0,0,40,38,0
4026,20,3,34706,3,10,1,3,1,2,1,0,0,47,38,0
4027,57,5,47857,3,10,0,4,0,4,1,0,0,50,38,0
4028,26,3,195216,2,9,2,7,1,4,0,0,0,12,38,0
4029,44,4,103643,2,9,0,3,0,4,1,5013,0,60,11,0
4030,29,1,329426,2,9,1,10,1,4,1,0,0,40,38,0
4031,36,3,183612,2,9,0,9,0,4,1,0,1977,40,38,1
4032,40,3,184105,3,11,0,2,0,4,1,0,0,40,38,1
4033,21,3,211385,3,12,1,7,1,2,1,0,0,35,22,0
4034,21,3,61777,3,10,1,2,1,4,1,0,0,70,38,0
4035,34,5,320194,3,15,2,9,4,4,1,0,0,48,38,1
4036,24,3,199444,5,13,1,3,3,4,0,0,0,15,38,0
4037,28,3,312588,4,6,2,7,1,4,0,0,0,40,38,0
4038,35,3,168675,2,9,2,13,3,4,1,0,0,50,38,0
4039,35,3,87556,2,9,2,2,1,4,1,0,0,40,38,0
4040,38,6,220421,5,13,1,3,1,4,0,0,0,40,38,0
4041,44,0,404599,2,9,2,0,4,2,0,0,0,40,38,0
4042,39,3,99065,5,13,0,5,5,4,0,0,0,40,30,1
4043,57,1,109973,2,9,2,7,1,4,0,0,0,40,38,0
4044,19,3,246652,3,10,1,11,3,4,0,0,0,40,38,0
4045,29,3,57423,3,11,0,6,0,4,1,0,0,48,38,0
4046,23,3,291248,2,9,1,6,2,2,1,0,0,40,38,0
4047,50,3,163708,2,9,2,7,4,4,0,0,0,40,38,0
4048,51,5,240358,3,10,0,2,0,4,1,0,0,20,38,0
4049,28,3,25955,3,11,2,2,1,0,1,0,0,40,38,0
4050,44,3,101593,5,13,0,11,0,4,1,0,0,60,38,0
4051,29,5,227890,5,13,1,9,1,2,1,0,0,40,38,0
4052,31,3,225053,2,9,2,13,1,4,1,0,0,45,38,0
4053,27,3,228472,5,13,0,2,0,4,1,0,0,45,38,1
4054,34,3,245378,5,13,0,3,0,4,1,0,0,45,38,0
4055,50,4,156623,3,15,0,9,0,1,1,7688,0,50,29,1
4056,27,3,35032,3,10,0,5,0,4,1,0,0,40,38,1
4057,31,3,258849,3,11,1,0,4,2,0,0,0,40,38,0
4058,46,3,190115,3,12,0,2,0,4,1,0,0,40,38,1
4059,39,3,63910,3,10,1,0,3,1,0,0,0,40,38,0
4060,40,3,510072,5,13,0,11,0,4,1,0,0,55,38,1
4061,28,3,210867,4,7,2,11,3,4,1,0,0,40,38,0
4062,18,3,263024,2,9,1,11,3,4,0,0,0,40,38,0
4063,51,3,306785,2,9,2,0,1,4,0,0,0,40,38,0
4064,58,4,104333,2,9,2,11,1,4,1,0,0,50,38,0
4065,66,3,340734,2,9,0,11,0,4,1,0,0,40,38,0
4066,36,5,288585,2,9,0,7,5,1,0,0,0,20,34,0
4067,38,3,241765,4,7,2,5,1,4,0,0,0,60,38,0
4068,25,3,111058,3,12,1,3,3,4,1,0,0,40,38,0
4069,25,3,104662,2,9,1,7,4,4,0,0,0,22,38,0
4070,90,3,313986,4,7,1,5,3,4,1,0,0,40,38,0
4071,41,1,52037,3,10,2,0,4,4,0,0,0,40,38,0
4072,34,3,146589,2,9,1,9,4,2,0,0,0,40,38,0
4073,33,3,131776,5,13,2,9,4,4,0,914,0,40,10,0
4074,33,3,254221,2,9,1,0,1,4,0,0,0,40,38,0
4075,35,3,152909,5,13,0,3,0,4,1,0,1887,45,38,1
4076,39,5,211785,2,9,1,2,3,2,0,0,0,20,38,0
4077,59,3,160362,2,9,0,11,0,4,1,0,0,60,38,0
4078,19,3,387215,3,10,1,12,3,4,1,0,1719,16,38,0
4079,39,3,187046,2,9,0,11,0,4,1,4064,0,38,38,0
4080,19,3,208874,3,10,1,9,3,4,1,0,0,40,38,0
4081,27,3,169631,2,9,1,5,3,4,0,0,0,40,38,0
4082,52,3,202956,4,4,0,2,0,4,1,0,0,40,38,0
4083,59,5,80467,2,9,2,7,3,4,0,0,0,24,38,0
4084,28,3,407672,3,10,2,2,4,4,0,0,0,40,38,0
4085,37,3,243425,2,9,2,7,2,4,0,0,0,50,28,0
4086,50,3,174964,4,6,0,9,0,4,1,0,0,99,38,0
4087,36,3,347491,5,13,0,3,0,4,1,0,0,50,38,1
4088,34,3,146161,5,13,0,9,0,4,1,0,0,60,38,1
4089,23,3,449432,3,10,1,0,3,4,1,0,0,40,38,0
4090,19,3,175499,4,7,1,9,3,4,0,0,0,30,38,0
4091,33,3,288825,2,9,2,2,1,4,1,0,2258,84,38,0
4092,27,1,134813,1,14,1,9,3,4,1,0,0,52,38,0
4093,31,1,190401,1,14,0,9,0,4,1,0,0,40,38,0
4094,21,3,260617,4,6,0,6,0,4,1,0,0,36,38,0
4095,31,3,45604,2,9,0,3,0,4,1,0,0,54,38,0
4096,59,3,67841,2,9,0,5,0,4,1,0,0,40,38,1
4097,40,1,244522,1,14,0,9,0,4,1,0,1902,48,38,1
4098,19,3,430471,4,7,1,5,3,4,1,0,0,40,38,0
4099,47,3,194698,2,9,0,13,0,4,1,0,0,50,38,0
4100,34,3,94235,5,13,1,2,4,4,1,0,0,40,38,0
4101,57,3,188330,2,9,0,7,0,4,1,0,0,78,38,0
4102,51,1,146181,4,5,0,13,0,2,1,0,0,40,38,0
4103,21,3,177125,3,10,1,5,1,4,1,0,0,20,38,0
4104,30,4,68330,3,10,0,11,0,4,1,0,0,50,38,0
4105,46,3,95636,3,10,2,5,1,4,1,0,0,45,38,0
4106,40,3,238329,5,13,1,11,1,4,0,0,0,45,38,0
4107,52,3,416129,4,1,0,7,1,4,1,0,0,40,7,0
4108,23,3,285004,5,13,1,11,1,1,1,0,0,50,35,0
4109,90,3,256514,5,13,2,9,2,4,0,991,0,10,38,0
4110,25,3,186294,2,9,1,0,1,4,0,0,0,50,38,0
4111,43,3,188786,3,10,2,13,1,4,1,0,0,45,38,0
4112,38,6,31352,3,10,2,10,4,0,0,0,0,40,38,1
4113,22,3,197613,3,11,1,7,1,4,0,0,0,30,38,0
4114,33,1,161942,5,13,1,0,1,4,0,1055,0,40,38,0
4115,34,3,275438,3,10,0,9,0,4,1,5178,0,40,38,1
4116,65,3,361721,3,11,0,13,0,4,1,0,0,20,38,0
4117,50,3,144968,2,9,1,12,3,4,1,0,0,15,38,0
4118,29,3,190539,5,13,1,11,1,4,1,6849,0,48,38,0
4119,25,3,178037,2,9,0,13,0,4,1,0,0,40,38,0
4120,54,3,306985,3,10,2,0,1,4,0,0,0,40,38,0
4121,49,3,87928,2,9,0,0,0,4,1,0,0,40,38,1
4122,44,3,242619,3,10,0,6,0,4,1,0,0,40,38,0
4123,24,3,154165,4,5,2,7,3,4,0,0,0,40,38,0
4124,25,3,511331,5,13,1,11,1,4,1,0,0,38,38,0
4125,65,1,221026,2,9,0,13,0,4,1,0,0,20,38,0
4126,56,5,222182,2,9,0,3,0,2,1,0,0,45,38,0
4127,39,5,126569,3,15,0,9,0,4,1,15024,0,60,38,1
4128,23,3,202344,5,13,1,9,3,4,0,0,0,40,38,0
4129,20,3,190423,3,10,1,7,1,4,0,0,0,20,38,0
4130,24,3,238917,4,3,1,2,4,4,1,0,0,40,7,0
4131,41,3,221947,3,10,0,3,0,4,1,0,1887,50,38,1
4132,40,4,37997,3,10,0,4,0,4,1,0,0,50,38,0
4133,55,3,147098,2,9,0,2,0,4,1,0,0,50,38,1
4134,38,3,278253,2,9,2,0,4,4,0,0,0,48,38,0
4135,23,3,195411,2,9,1,0,4,2,0,0,0,40,38,0
4136,44,3,76196,5,13,0,3,0,4,1,0,0,50,38,0
4137,45,3,120131,3,10,0,2,0,4,1,0,1887,40,38,1
4138,20,5,186014,3,10,1,0,3,4,0,0,0,12,10,0
4139,29,3,205903,2,9,1,7,3,4,1,0,0,40,38,0
4140,43,6,125405,2,9,0,10,0,4,1,0,0,40,38,0
4141,30,3,219838,4,8,2,6,1,4,1,0,0,40,38,0
4142,28,6,19395,3,10,1,0,1,4,0,0,0,38,38,0
4143,31,3,223327,2,9,0,3,0,4,1,0,0,40,38,1
4144,52,3,114062,2,9,2,2,4,4,0,0,0,40,38,0
4145,36,3,95654,5,13,0,9,5,4,0,0,0,50,19,1
4146,38,3,177305,2,9,0,2,0,4,1,0,0,45,38,0
4147,66,3,299616,3,10,0,9,0,4,1,0,0,40,38,0
4148,63,5,117681,3,11,0,4,0,4,1,0,0,40,38,0
4149,21,3,237651,3,10,1,7,3,4,1,0,0,35,38,0
4150,33,6,150570,2,9,2,0,1,4,1,0,0,40,38,0
4151,46,6,106705,3,10,2,9,4,4,0,1506,0,50,38,0
4152,20,3,174714,3,10,1,9,3,4,1,0,0,20,38,0
4153,47,4,175958,5,13,1,11,1,4,1,3325,0,60,38,0
4154,33,3,144064,0,16,0,9,0,4,1,0,0,55,38,1
4155,66,3,107112,4,4,1,9,2,2,1,0,0,30,38,0
4156,20,3,54152,3,10,1,0,3,4,0,0,0,30,38,0
4157,28,3,152951,2,9,2,5,1,4,1,0,0,40,38,0
4158,46,3,190487,2,9,2,8,4,4,0,0,0,28,6,0
4159,25,3,306666,3,10,0,11,0,2,1,0,0,45,38,0
4160,37,3,195148,2,9,0,2,3,4,1,3137,0,40,38,0
4161,31,5,226624,4,5,0,2,0,4,1,0,0,60,38,0
4162,49,3,157569,2,9,0,2,0,4,1,0,0,40,38,0
4163,22,6,22966,3,10,2,12,4,4,1,0,0,20,38,0
4164,52,3,379682,3,11,0,7,5,4,0,0,0,20,38,1
4165,29,3,446559,3,12,0,3,5,4,0,0,0,50,38,0
4166,18,3,41794,4,7,1,7,3,4,0,0,0,20,38,0
4167,31,1,90409,3,10,0,3,0,4,1,0,0,35,38,0
4168,23,3,125491,3,10,1,7,1,1,0,0,0,35,39,0
4169,27,3,129661,3,11,0,9,5,0,0,0,0,40,38,1
4170,54,5,104748,4,6,0,11,0,4,1,0,0,65,38,0
4171,50,1,169182,2,9,2,7,4,4,0,0,0,49,5,0
4172,46,3,324655,1,14,0,12,0,4,1,0,1902,40,38,1
4173,24,3,122272,5,13,1,4,3,4,0,0,0,40,38,0
4174,17,3,114798,4,7,1,9,3,4,0,0,0,18,38,0
4175,49,4,289707,2,9,2,7,1,4,1,0,0,45,38,0
4176,54,1,137691,2,9,0,2,0,4,1,0,0,40,38,1
4177,41,3,84610,5,13,0,3,0,4,1,0,1902,60,38,1
4178,49,3,166789,2,9,0,0,0,4,1,0,0,40,38,0
4179,36,1,348728,5,13,1,9,1,4,0,0,0,35,38,0
4180,23,3,348092,2,9,1,13,3,2,1,0,0,40,13,0
4181,63,3,154526,3,10,2,7,1,4,0,0,0,40,38,0
4182,67,3,288371,2,9,0,11,0,4,1,0,0,40,1,1
4183,23,3,182342,2,9,1,2,1,4,1,0,0,40,38,0
4184,22,3,244366,5,13,1,9,3,4,1,0,0,40,38,0
4185,66,3,102423,3,11,0,0,0,4,1,0,0,30,38,0
4186,25,3,259688,4,7,0,2,0,4,1,0,0,50,38,0
4187,30,3,98733,3,10,2,6,4,4,0,0,0,20,38,0
4188,35,3,174856,2,9,0,13,0,4,1,2885,0,40,38,0
4189,67,5,141797,4,4,0,3,0,4,1,0,0,40,38,0
4190,30,3,327202,4,8,1,2,1,2,1,0,0,40,38,0
4191,26,3,76996,3,10,1,6,1,2,0,0,0,38,38,0
4192,34,3,260560,2,9,0,6,0,4,1,0,0,40,38,0
4193,21,3,370990,3,10,1,11,3,4,1,0,0,40,38,0
4194,18,3,129010,4,8,1,2,3,4,1,0,0,10,38,0
4195,21,3,452640,2,9,1,2,1,4,1,0,0,40,38,0
4196,76,4,120796,4,5,0,9,0,4,1,0,0,40,38,0
4197,51,0,45334,3,10,0,10,0,1,1,0,0,70,38,0
4198,26,3,229523,2,9,0,6,5,4,0,0,0,56,38,0
4199,18,3,127388,4,8,1,7,1,4,0,0,0,25,38,0
4200,18,3,395567,4,7,1,9,3,4,1,0,0,40,38,0
4201,34,3,119422,3,11,0,6,0,4,1,0,1672,50,38,0
4202,59,3,193895,2,9,2,3,1,4,0,0,0,40,38,0
4203,55,3,163083,5,13,2,3,1,4,1,14084,0,45,38,1
4204,33,5,155343,3,10,1,4,1,4,1,0,0,72,38,0
4205,25,3,73895,2,9,1,7,3,4,0,0,0,10,38,0
4206,48,3,107682,2,9,2,6,1,4,0,0,0,10,38,0
4207,64,3,321166,5,13,2,11,1,4,0,0,0,5,38,0
4208,47,1,154940,1,14,1,9,1,4,0,0,0,45,38,1
4209,26,3,103700,3,10,1,12,3,4,0,0,0,40,38,0
4210,36,3,63509,3,12,0,9,0,4,1,0,0,48,38,1
4211,21,3,243842,2,9,0,4,0,4,1,0,0,40,38,0
4212,54,3,187221,4,4,1,9,1,4,0,0,0,25,38,0
4213,30,3,58597,2,9,1,6,3,4,1,0,0,44,38,0
4214,41,5,190290,2,9,2,2,1,4,1,0,0,40,38,0
4215,53,3,158352,1,14,1,9,1,4,0,8614,0,35,38,1
4216,34,3,62165,3,10,1,11,2,2,1,0,0,30,38,0
4217,20,3,307149,3,10,1,9,3,4,0,0,0,35,38,0
4218,24,3,280134,4,6,1,11,1,4,1,0,0,49,7,0
4219,26,3,118736,5,13,1,9,1,4,0,0,0,20,38,0
4220,25,3,171114,2,9,1,0,1,4,0,0,0,48,38,0
4221,35,3,169638,3,10,2,11,4,4,0,0,0,36,38,0
4222,41,3,125461,3,10,2,2,1,4,1,0,0,40,38,1
4223,33,3,145434,4,7,1,2,3,4,1,0,0,40,38,0
